FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,VisScore_Top_Raw,VisScore_Front_Raw,VisScore_Top_Enhanced,VisScore_Front_Enhanced,Volume (cm³),Surface Area (cm²),Aspect Ratio,Elongation,Compactness,Condition Factor (K),Rectangularity,Equivalent Diameter (cm)
fish14,12.32,895,44.75,20.0,20.0,7.010474854043832,2.5037410193013687,2.253366917371232,17.55241345685032,19.0284317466904,1106,553,24.957043317159016,9.175846128294204,56.25288944545322,86.3,62.9,65.2,48.4,20.70939333044098,42.92251538929218,2.8,0.6428571428571428,0.6091730907237828,3.575760315767768,1.0,4.727412285680555
fish14,12.32,910,45.5,20.0,20.0,7.344975773176848,2.6232056332774456,2.3608850699497013,19.26738182448387,19.936362812908587,884,898,25.130915413392614,9.076526566812728,51.88744198020535,86.5,62.8,65.3,48.5,23.817499895986884,47.116283746724065,2.8,0.6428571428571428,0.6091730907237827,3.109135180350892,1.0,4.952978140719419
fish14,12.32,3055,152.75,20.0,20.0,8.178887329717803,2.9210311891849297,2.628928070266437,23.89078498293515,22.199837037805466,1040,762,24.851279952418945,9.39167307942708,55.042953031846025,86.5,62.5,65.3,48.3,32.88574959417246,58.422312613203225,2.8,0.6428571428571428,0.6091730907237826,2.251790752786701,1.0,5.515314333293979
fish14,12.32,3050,152.5,20.0,20.0,7.770135660245889,2.7750484500878176,2.497543605079036,21.562502920937437,21.090368220667415,1099,870,25.066770505099832,9.396542871093748,56.44331337619359,86.5,62.5,65.4,48.3,28.197517375981786,52.728752415206245,2.8,0.6428571428571428,0.6091730907237826,2.626182505616356,1.0,5.239678559072589
fish14,12.32,870,43.5,20.0,20.0,7.399945679268489,2.6428377425958893,2.3785539683363006,19.55685573433014,20.085566843728756,897,365,24.89832830582608,9.139501724147795,51.97783002997387,86.4,62.9,65.2,48.4,24.35626352083242,47.824160665229876,2.8,0.6428571428571428,0.6091730907237827,3.0403607175328227,1.0,4.990046301551696
fish14,12.32,4030,201.5,20.0,20.0,7.594681091880817,2.712386104243149,2.4411474938188342,20.599707459775715,20.614134392247934,1124,352,24.932112727393637,9.430973237768807,56.843085965162444,86.2,62.6,65.2,48.4,26.33017196005718,50.37434097771095,2.8,0.6428571428571428,0.6091730907237826,2.812432328469143,1.0,5.121363309487267
fish14,12.32,3060,153.0,20.0,20.0,8.38774667574077,2.9956238127645607,2.6960614314881046,25.126533677285835,22.766740977010663,1018,331,24.87416634830428,9.39921863538954,54.633384983693816,86.5,62.5,65.3,48.3,35.469983442069925,61.4442014537868,2.8,0.6428571428571428,0.6091730907237826,2.087732207587833,1.0,5.65615561137069
fish14,12.32,875,43.75,20.0,20.0,7.789416504493146,2.7819344658904095,2.5037410193013687,21.66964624302508,21.14270194076711,941,250,24.919248473198035,9.140029074086083,52.87927754728412,86.4,62.9,65.2,48.4,28.407946955337415,52.99075973986689,2.8,0.6428571428571428,0.6091730907237827,2.6067292701947045,1.0,5.252680317422838
fish14,12.32,855,42.75,20.0,20.0,7.399945679268489,2.6428377425958893,2.3785539683363006,19.55685573433014,20.085566843728756,850,619,24.96062424647956,9.151825942897792,51.11245018937735,86.4,62.7,65.2,48.4,24.35626352083242,47.824160665229876,2.8,0.6428571428571428,0.6091730907237827,3.0403607175328227,1.0,4.990046301551696
fish14,12.32,860,43.0,20.0,20.0,7.399945679268489,2.6428377425958893,2.3785539683363006,19.55685573433014,20.085566843728756,853,624,24.974070166618443,9.170445734564463,51.2045159011829,86.4,62.9,65.2,48.4,24.35626352083242,47.824160665229876,2.8,0.6428571428571428,0.6091730907237827,3.0403607175328227,1.0,4.990046301551696
fish14,12.32,1675,83.75,20.0,20.0,6.621004028819175,2.364644296006848,2.1281798664061635,15.656319410585622,17.971296649652047,861,1485,25.09114108598497,9.101057694657646,51.41219878064262,86.3,62.6,65.3,48.1,17.446030423946592,38.28582391205383,2.8,0.6428571428571428,0.6091730907237826,4.244623277337193,1.0,4.464778269809412
fish14,12.32,4035,201.75,20.0,20.0,8.373622742330133,2.9905795508321904,2.6915215957489713,25.041984939595864,22.728404586324647,1183,247,24.96736915388696,9.428076102352142,58.055445256239096,86.1,62.6,65.3,48.4,35.29110372778144,61.23744672438368,2.8,0.6428571428571428,0.6091730907237826,2.0983142778932806,1.0,5.6466313412295515
fish14,12.32,865,43.25,20.0,20.0,6.815739441431503,2.4341926576541084,2.1907733918886976,16.59082290481608,18.499864198171224,800,534,24.963909567580988,9.132730890814464,50.09664045839545,86.4,62.9,65.2,48.4,19.03110508922018,40.57105042583559,2.8,0.6428571428571428,0.6091730907237826,3.891094420815419,1.0,4.5960952777449835
